,artists,genres
22218,South Park Mexican,"['chicano rap', 'dirty south rap', 'gangster rap', 'latin hip hop']"
22219,Southern Culture on the Skids,"['psychobilly', 'rockabilly', 'roots rock']"
22220,Southern Pacific,[]
22221,Southside Johnny And The Asbury Jukes,"['heartland rock', 'pub rock', 'roots rock']"
22222,Sovereign Grace Music,"['roots worship', 'worship']"
22223,Soweto Gospel Choir,"['afropop', 'gospel singers', 'south african choral', 'south african gospel']"
22224,Spa,['sleep']
22225,Spa Relaxation,['sleep']
22226,Spa Relaxation & Spa,['spa']
22227,"Spa, Relaxation and Dreams",['sleep']
22228,Space,"['electropop', 'indie cafe pop', 'pop']"
22229,Space Cowboy,[]
22230,Space Jazz Trio,[]
22231,Space Jesus,"['brostep', 'electronic trap']"
22232,Space Laces,"['brostep', 'complextro', 'edm', 'electro house', 'electronic trap', 'zapstep']"
22233,Space Primates,[]
22234,Spacehog,"['alternative rock', 'glam rock', 'pop rock', 'post-grunge']"
22235,Spandau Ballet,"['dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
22236,Spanish Fly,"['chicano rap', 'latin hip hop']"
22237,Spank Rock,['bmore']
22238,Spanky,"['brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'sunshine pop']"
22239,Spanky & Our Gang,"['brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'sunshine pop']"
22240,Spare Lead,['fast melodic punk']
22241,Spark Master Tape,[]
22242,Sparkle,['pony']
22243,Sparklehorse,"['alternative rock', 'anti-folk', 'freak folk', 'indie rock', 'lo-fi', 'melancholia', 'slow core']"
22244,Sparks,"['dance pop', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'r&b', 'urban contemporary', 'viral pop']"
22245,Sparta,"['dancehall', 'riddim']"
22246,Spawnbreezie,"['jawaiian', 'nz reggae', 'polynesian pop']"
22247,Speaker Knockerz,"['melodic rap', 'southern hip hop', 'trap']"
22248,Special Consensus,"['banjo', 'bluegrass', 'old-time', 'progressive bluegrass', 'traditional bluegrass']"
22249,Special Duties,"['oi', 'street punk', 'uk82']"
22250,Special Ed,"['electro', 'gangster rap', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'hip house', 'old school hip hop', 'rap']"
22251,Spectre General,[]
22252,Speed Gang,[]
22253,Speedy,"['latin', 'latin hip hop', 'reggaeton', 'tropical']"
22254,Speedy West,['steel guitar']
22255,Spence Bare,[]
22256,Spencer Brewer,"['new age', 'new age piano']"
22257,Spencer Crandall,"['contemporary country', 'country pop']"
22258,Spencer Lee,[]
22259,Spheres,['background music']
22260,Spice,"['dance pop', 'europop', 'girl group', 'pop', 'pop rock']"
22261,Spice 1,"['g funk', 'gangster rap', 'hip hop', 'hyphy', 'rap', 'west coast rap', 'west coast trap']"
22262,Spice Girls,"['dance pop', 'europop', 'girl group', 'pop', 'pop rock']"
22263,Spiderbait,"['australian alternative rock', 'australian rock']"
22264,Spike Jones,['comic']
22265,Spike Jones & His City Slickers,[]
22266,Spike Jones Orchestra,[]
22267,Spillage Village,['underground hip hop']
22268,Spin Doctors,"['alternative rock', 'pop rock', 'post-grunge', 'rock']"
22269,Spinal Tap,"['comic', 'comic metal', 'parody']"
22270,Spinderella,[]
22271,Spineshank,"['alternative metal', 'groove metal', 'industrial metal', 'melodic metalcore', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']"
22272,Spiral Starecase,[]
22273,Spirit,[]
22274,Spirit Minds,['background music']
22275,Spirit Of The West,"['canadian celtic', 'canadian indie', 'canadian rock', 'celtic rock', 'nl folk']"
22276,Spirits Of Our Dreams,"['atmosphere', 'background music', 'focus']"
22277,Spiritualized,"['alternative rock', 'art pop', 'art rock', 'britpop', 'freak folk', 'noise pop', 'nu gaze', 'shoegaze', 'slow core']"
22278,Spiros Tsaousakis,[]
22279,Splack Pack,['miami bass']
22280,Splash Daddy,['meme rap']
22281,Splender,"['grunge pop', 'pop rock', 'post-grunge']"
22282,Spliff Starr,[]
22283,Split Enz,"['australian alternative rock', 'dance rock', 'kiwi rock', 'zolo']"
22284,Spoken Word,[]
22285,Sponge,"['cartoon', ""children's music""]"
22286,Spongebob Squarepants,"['cartoon', ""children's music""]"
22287,"Spongebob, Sandy, Mr. Krabs, Plankton & Patrick",[]
22288,Spooks,[]
22289,Spoon,"['alternative dance', 'alternative rock', 'austindie', 'dance-punk', 'indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'rock']"
22290,Sports,"['indie garage rock', 'neo-psychedelic', 'tulsa indie', 'vapor soul']"
22291,Spose,"['comic', 'indie pop rap', 'pop rap']"
22292,Spragga Benz,"['dancehall', 'lovers rock', 'old school dancehall', 'riddim']"
22293,Springtoifel,"['german oi', 'german punk', 'german rock']"
22294,Spur Of The Moment,"['deep smooth jazz', 'smooth jazz']"
22295,Spyro Gyra,"['jazz funk', 'jazz fusion', 'progressive jazz fusion', 'smooth jazz']"
22296,Squarepusher,"['abstract', 'bass music', 'drill and bass', 'electro', 'electronica', 'intelligent dance music', 'microhouse', 'ninja', 'trip hop']"
22297,Squeak Ru,[]
22298,Squeeze,"['art rock', 'beatlesque', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'power pop', 'pub rock', 'rock']"
22299,Squirrel Nut Zippers,['swing']
22300,Sreenanda Mukherjee,[]
22301,Sreeradha Banerjee,[]
22302,Sridhar Parsekar,[]
22303,Sriharsha,[]
22304,Sriharshia,[]
22305,Srikrishna,[]
22306,Srinivas,"['deep indian pop', 'desi hip hop', 'filmi', 'tamil pop']"
22307,St Francis Hotel,[]
22308,St Germain,"['downtempo', 'electronica', 'jazztronica', 'nu jazz']"
22309,St. Cecilia Orchestra,[]
22310,St. Elmo's Fire,[]
22311,St. Keromítis,['rebetiko']
22312,St. Louis Jesuits,"['classic praise', 'rosary']"
22313,St. Louis Symphony,['orchestra']
22314,St. Lucia,"['alternative dance', 'electropop', 'indie pop', 'indie poptimism', 'indietronica', 'metropopolis', 'modern alternative rock', 'modern rock', 'neo-synthpop', 'nyc pop', 'shimmer pop', 'vapor soul']"
22315,St. Luke's Chamber Ensemble,['chamber ensemble']
22316,St. Lunatics,"['dirty south rap', 'pop rap', 'southern hip hop']"
22317,St. Lundi,[]
22318,St. Pagioumtzis,"['entehno', 'laiko', 'rebetiko']"
22319,St. Paul & The Broken Bones,"['funk', 'indie folk', 'retro soul', 'soul']"
22320,St. Petersburg Philharmonic Orchestra,[]
22321,St. Petersburg State Symphony Orchestra,['orchestra']
22322,St. South,[]
22323,St. Vincent,"['art pop', 'electropop', 'etherpop', 'indie pop', 'indie rock', 'indietronica', 'metropopolis']"
22324,St.Tsitsis & St. Stathis,[]
22325,Staatskapelle Berlin,"['classical performance', 'orchestra']"
22326,Staatskapelle Dresden,"['classical', 'classical performance', 'orchestra']"
22327,Staatsopernchor Dresden,[]
22328,Stabbing Westward,"['alternative metal', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge']"
22329,Stacey Kent,"['adult standards', 'contemporary vocal jazz', 'lounge', 'vocal jazz']"
22330,Stacey Logan,[]
22331,Stacey Q,"['freestyle', 'hi-nrg']"
22332,Stacie Orrico,"['candy pop', 'dance pop', 'europop']"
22333,Stacy Barthe,[]
22334,Stacy Epps,[]
22335,Stacy Lattisaw,"['disco', 'funk', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']"
22336,Staffolani,[]
22337,Stagedive Live,['norsk lovsang']
22338,Staind,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock', 'rock']"
22339,Stalking Gia,[]
22340,Stamoulis,[]
22341,Stampeders,['classic canadian rock']
22342,Stamponi,[]
22343,Stan Bush,['melodic hard rock']
22344,Stan Francis,[]
22345,Stan Freeman,[]
22346,Stan Getz,"['adult standards', 'bebop', 'bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'latin jazz', 'vocal jazz']"
22347,Stan Getz & Bob Brookmeyer,[]
22348,Stan Getz Quartet,['jazz quartet']
22349,Stan Jones,[]
22350,Stan Katayama,[]
22351,Stan Kenton,"['big band', 'cool jazz', 'swing']"
22352,Stan Kenton & His Orchestra,['big band']
22353,Stan Laurel,[]
22354,Stan Levey,['jazz drums']
22355,Stan Richardson,"['japanese traditional', 'meditation', 'shakuhachi']"
22356,Stan Rogers,"['canadian celtic', 'canadian singer-songwriter', 'celtic', 'folk', 'nl folk', 'traditional folk']"
22357,Stan Whitmire,"['calming instrumental', 'christian relaxative', 'classify']"
22358,Stanislas Gastaldon,[]
22359,Stanislav Bunin,['classical piano']
22360,Stanislav Muž,[]
22361,Stanisław Skrowaczewski,[]
22362,Stanley Black,"['ballroom', 'easy listening', 'exotica', 'light music', 'lounge']"
22363,Stanley Chaloupka,[]
22364,Stanley Clarke,"['electric bass', 'jazz funk', 'jazz fusion']"
22365,Stanley Cowell Trio,['jazz trio']
22366,Stanley Donen,[]
22367,Stanley Holloway,"['british comedy', 'music hall']"
22368,Stanley Jordan,"['jazz fusion', 'jazz guitar']"
22369,Stanley Lebowsky,[]
22370,Stanley Myers,[]
22371,Stanley Prager,[]
22372,Stanley Turrentine,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz saxophone', 'soul jazz']"
22373,Stanley Wayne Mathis,[]
22374,Stanley Wilson,['exotica']
22375,Stanton Moore,['new orleans funk']
22376,Star & Micey,['memphis americana']
22377,Star Fucking Hipsters,"['crack rock steady', 'folk punk', 'modern ska punk', 'punk', 'ska', 'ska punk', 'skate punk']"
22378,Starboard Mess,[]
22379,Starbomb,"['antiviral pop', 'comic', 'otacore']"
22380,Starbuck,"['soft rock', 'yacht rock']"
22381,Starcastle,"['art rock', 'canterbury scene', 'neo-progressive', 'progressive rock', 'symphonic rock']"
22382,Stardust,[]
22383,Stargard,"['deep disco', 'disco', 'post-disco']"
22384,Stark Sands,"['broadway', 'show tunes']"
22385,Starland Vocal Band,['soft rock']
22386,Starley,"['aussietronica', 'tropical house']"
22387,Starliters,[]
22388,Starpoint,"['funk', 'post-disco']"
22389,Stars,"['alternative metal', 'future rock', 'post-grunge']"
22390,Stars Go Dim,"['anthem worship', 'ccm', 'christian pop']"
22391,Stars Of The Lid,"['ambient', 'art pop', 'compositional ambient', 'drift', 'drone', 'fourth world', 'post-rock', 'slow core', 'warm drone']"
22392,Stars On 45,['disco']
22393,Starship,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
22394,Start Trouble,[]
22395,Starz,[]
22396,Stat Quo,"['album rock', 'blues rock', 'british blues', 'classic rock', 'glam rock', 'hard rock', 'rock']"
22397,State Champs,"['anthem emo', 'pixie', 'pop punk']"
22398,State Of Shock,['canadian rock']
22399,State Radio,"['east coast reggae', 'reggae rock']"
22400,State of Mine,"['gymcore', 'post-screamo']"
22401,Stateless,['british alternative rock']
22402,Stathis Kavouras,[]
22403,Stathis Koukoularis,"['greek folk', 'nisiotika']"
22404,Stathis Pagioumtzis,[]
22405,Stathis Tsitsis,[]
22406,Static Major,['indie r&b']
22407,Static-P,['otacore']
22408,Static-X,"['alternative metal', 'groove metal', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']"
22409,Statik Selektah,"['alternative hip hop', 'boom bap', 'boston hip hop', 'hardcore hip hop', 'hip hop', 'southern hip hop', 'underground hip hop']"
22410,Status Quo,"['album rock', 'blues rock', 'british blues', 'classic rock', 'glam rock', 'hard rock', 'rock']"
22411,Stauros Keromitis,[]
22412,Stauros Tzaounakos,[]
22413,Stauros Tzouanakos,[]
22414,Stauros Tzouras,[]
22415,Stavros Tzouanakos,['rebetiko']
22416,StayLoose,"['electropop', 'pop edm', 'vapor twitch']"
22417,StaySolidRocky,[]
22418,Steady Mobb'n,[]
22419,Steaknife,[]
22420,Stealers Wheel,"['classic rock', 'folk rock', 'soft rock']"
22421,Steam,"['comic', 'steampunk']"
22422,Steam Powered Giraffe,"['comic', 'steampunk']"
22423,Steamhammer,"['blues rock', 'british blues', 'psychedelic blues-rock']"
22424,Steel Breeze,[]
22425,Steel Panther,"['comic', 'comic metal', 'glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']"
22426,Steel Pulse,"['dub', 'reggae', 'roots reggae', 'uk reggae']"
22427,Steeleye Span,"['british folk', 'celtic', 'celtic rock', 'folk', 'folk rock', 'traditional british folk', 'traditional folk']"
22428,Steely Dan,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'yacht rock']"
22429,Stefan Andres,[]
22430,Stefan Askenase,['historic piano performance']
22431,Stefan Kaminski,['hoerspiel']
22432,Stefan Veselka,[]
22433,Stefan Vladar,[]
22434,Stefan Wolpe,"['american contemporary classical', 'austro-german modernism', 'contemporary classical', 'serialism']"
22435,Stefani Montiel,['tejano']
22436,Stefania Malagu,[]
22437,Stefanie Sun,"['c-pop', 'mandopop', 'singaporean mandopop', 'singaporean pop', 'singaporean singer-songwriter']"
22438,Stefano Bertolotto,[]
22439,Stefano Torossi,"['italian library music', 'spytrack', 'vintage italian soundtrack']"
22440,Stefanos Vezos,[]
22441,Steffany Gretzinger,"['anthem worship', 'ccm', 'christian music', 'indiecoustica', 'world worship', 'worship']"
22442,Stefflon Don,"['dancehall', 'pop', 'pop rap', 'uk dancehall', 'uk hip hop']"
22443,Stefii Leverenz,[]
22444,Stein Ingebrigtsen,"['classic norwegian pop', 'danseband']"
22445,"Stelios Kazantzidis, Giota Lidia",[]
22446,Stelios Keromitis,['rebetiko']
22447,Stelios Mpellos,[]
22448,Stella Haskil,['rebetiko']
22449,Stella Xaskil,[]
22450,Stellakis Perpiniadis,['rebetiko']
22451,Stellan Skarsgård,['movie tunes']
22452,Stellios Hrisinis,[]
22453,Stellios Keromitis,[]
22454,Stelvio Cipriani,"['classic soundtrack', 'lounge', 'vintage italian soundtrack']"
22455,Step By Step,['deep funk']
22456,Stepan Rak,[]
22457,Stephan Moccio,[]
22458,Stephane Wrembel,['gypsy jazz']
22459,Stephanie Augustine,[]
22460,Stephanie Briggs,[]
22461,Stephanie D'Abruzzo,"['broadway', 'comic', 'hollywood', 'show tunes']"
22462,Stephanie Hsu,"['broadway', 'show tunes']"
22463,Stephanie Mabey,['otacore']
22464,Stephanie Mills,"['classic soul', 'disco', 'funk', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']"
22465,Stephanie Poetri,['indonesian pop']
22466,Stephanie Spruill,[]
22467,Stephanie Woodford,[]
22468,Stephen,"['modern reggae', 'reggae', 'roots reggae']"
22469,Stephen Bishop,"['adult standards', 'country rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']"
22470,Stephen Cleobury,"['cambridge choir', 'choral', 'classical organ', 'orchestral performance']"
22471,Stephen Colebrooke,[]
22472,Stephen Douglass,[]
22473,Stephen Douglass; Chorus & orchestra conducted by Lehman Engel,[]
22474,Stephen Foster,['american romanticism']
22475,Stephen Gadd,[]
22476,Stephen Gunzenhauser,[]
22477,Stephen Hanan,[]
22478,Stephen Hartman,[]
22479,Stephen Hough,"['classical performance', 'classical piano']"
22480,Stephen Hurd,"['contemporary gospel', 'gospel', 'praise']"
22481,Stephen Jones,['japanese instrumental']
22482,Stephen Kovacevich,"['classical performance', 'classical piano']"
22483,Stephen Malkmus,"['alternative pop', 'alternative rock', 'anti-folk', 'art pop', 'freak folk', 'garage psych', 'gbvfi', 'indie pop', 'indie rock', 'lo-fi', 'neo-psychedelic', 'pop rock', 'roots rock', 'slow core']"
22484,Stephen Marley,"['modern reggae', 'reggae', 'roots reggae']"
22485,Stephen Morris,[]
22486,Stephen Oremus,[]
22487,Stephen Richards,[]
22488,Stephen Schwartz,['broadway']
22489,Stephen Shingles,[]
22490,Stephen Sondheim,"['broadway', 'hollywood', 'show tunes']"
22491,Stephen Speaks,"['acoustic pop', 'neo mellow', 'opm', 'pinoy rock', 'pop rock', 'viral pop']"
22492,Stephen Stills,"['blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']"
22493,Stephen Swartz,[]
22494,Steppenwolf,"['acid rock', 'album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']"
22495,Steps,"['epicore', 'soundtrack', 'video game music']"
22496,Steps Ahead,"['jazz funk', 'jazz fusion']"
22497,Stereo MC's,"['big beat', 'electronica', 'hip house']"
22498,Stereo Mama,['monterrey indie']
22499,Stereo Outdoor Sampling,[]
22500,Stereo Skyline,"['alternative pop rock', 'neon pop punk', 'pop emo']"
22501,Stereolab,"['alternative rock', 'art pop', 'art rock', 'chamber psych', 'dance rock', 'dance-punk', 'electronica', 'experimental', 'freak folk', 'indie pop', 'lo-fi', 'new wave', 'noise pop', 'slow core']"
22502,Stereomud,"['alternative metal', 'grunge pop', 'hard alternative', 'nu metal', 'rap rock', 'wrestling']"
22503,Stereophonics,"['britpop', 'modern rock', 'neo mellow', 'pop rock', 'rock', 'welsh rock']"
22504,Stereoside,"['hard alternative', 'modern hard rock', 'post-grunge']"
22505,Stereotypes,[]
22506,Steriogram,"['kiwi rock', 'nz hardcore', 'nz punk']"
22507,Sterling Brown,[]
22508,Sterling Clark,[]
22509,Sterling Holloway,['movie tunes']
22510,Sterling Magee,[]
22511,Stetsasonic,"['east coast hip hop', 'electro', 'hip hop', 'hip house', 'jazz rap', 'old school hip hop', 'rap']"
22512,Steve Alaimo,[]
22513,Steve Anderson,[]
22514,Steve Angello,"['big room', 'deep big room', 'disco house', 'edm', 'electro house', 'house', 'progressive electro house', 'progressive house']"
22515,Steve Aoki,"['big room', 'dance pop', 'edm', 'electro house', 'tropical house']"
22516,Steve Arrington,"['funk', 'post-disco']"
22517,Steve Arrington's Hall Of Fame,"['post-disco', 'post-disco soul']"
22518,Steve Augeri,[]
22519,Steve Azar,"['country', 'country road']"
22520,Steve Barton,['german show tunes']
22521,Steve Berman,[]
22522,Steve Caballero (pro skateboard legend),[]
22523,Steve Camp,['deep christian rock']
22524,Steve Chou,"['c-pop', 'classic mandopop', 'mandopop']"
22525,Steve Cole,"['smooth jazz', 'smooth saxophone']"
22526,Steve Correll Group,[]
22527,Steve Cropper,['memphis soul']
22528,Steve Dawson,['lullaby']
22529,Steve Earle,"['alternative country', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new americana', 'outlaw country', 'roots rock', 'singer-songwriter', 'texas country', 'traditional folk']"
22530,Steve Edwards,[]
22531,Steve Elmore,[]
22532,Steve Ferrone,['rock drums']
22533,Steve Forbert,"['alternative country', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'pub rock', 'roots rock', 'singer-songwriter', 'traditional folk']"
22534,Steve Glover,[]
22535,Steve Goodman,"['country rock', 'folk', 'roots rock', 'traditional folk']"
22536,Steve Green,"['christian relaxative', 'worship']"
22537,Steve Hackett,"['album rock', 'art rock', 'canterbury scene', 'instrumental rock', 'jazz fusion', 'neo-progressive', 'progressive rock', 'symphonic rock']"
22538,Steve Hall,"['christian relaxative', 'classify']"
22539,Steve Harley,"['glam rock', 'pub rock']"
22540,Steve Harley & Cockney Rebel,"['glam rock', 'pub rock']"
22541,Steve Holy,"['contemporary country', 'country', 'country road', 'modern country rock']"
22542,Steve Howe,"['art rock', 'canterbury scene', 'jazz fusion', 'progressive rock', 'symphonic rock']"
22543,Steve Jablonsky,"['epicore', 'scorecore', 'soundtrack', 'video game music']"
22544,Steve Kazee,"['broadway', 'show tunes']"
22545,Steve Kuhn,"['contemporary jazz', 'contemporary post-bop', 'ecm-style jazz', 'jazz piano']"
22546,Steve Lacy,['rap']
22547,Steve Laury,"['deep smooth jazz', 'smooth jazz']"
22548,Steve Lawrence,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge']"
22549,Steve Lillywhite,[]
22550,Steve Lyon,[]
22551,Steve Mac,[]
22552,Steve Mandell,[]
22553,Steve Martin,"['clean comedy', 'comedy', 'comic', 'progressive bluegrass']"
22554,Steve Martin and The Toot Uncommons,['novelty']
22555,Steve McDonald,[]
22556,Steve Miller Band,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']"
22557,Steve Mokwebe,['calming instrumental']
22558,Steve Oliver,['smooth jazz']
22559,Steve Ouimette,['shred']
22560,Steve Perry,"['album rock', 'mellow gold', 'soft rock', 'yacht rock']"
22561,Steve Reich,"['american contemporary classical', 'avant-garde', 'classical', 'compositional ambient', 'contemporary classical', 'drone', 'minimalism']"
22562,Steve Reid,[]
22563,Steve Roach,"['ambient', 'drift', 'fourth world']"
22564,Steve Stevens,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']"
22565,Steve Stills,[]
22566,Steve Tibbetts,"['ecm-style jazz', 'jazz guitar']"
22567,Steve Tyrell,"['adult standards', 'lounge', 'mellow gold', 'vocal jazz']"
22568,Steve Vai,"['instrumental rock', 'metal guitar', 'neo classical metal', 'progressive metal', 'shred']"
22569,Steve Void,"['deep tropical house', 'pop edm', 'tropical house']"
22570,Steve Wariner,"['country', 'country rock']"
22571,Steve Wickham,[]
22572,Steve Winwood,"['album rock', 'art rock', 'classic rock', 'country rock', 'dance rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
22573,Steve Wofford,[]
22574,Steve Young,"['cosmic american', 'country rock', 'outlaw country']"
22575,Steven Curtis Chapman,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']"
22576,Steven Gelfer,[]
22577,Steven Halpern,"['healing', 'kirtan', 'meditation', 'new age', 'sleep']"
22578,Steven Isserlis,"['classical cello', 'classical performance']"
22579,Steven Seagal,[]
22580,Steven Sharp Nelson,"['christian relaxative', 'classify', 'lds', 'slc indie']"
22581,Steven Tyler,['modern country rock']
22582,Steven Universe,['otacore']
22583,Steven Wright,"['clean comedy', 'comedy', 'comic']"
22584,Stevie B,['freestyle']
22585,Stevie Dinner,"['atlanta indie', 'indie garage rock']"
22586,Stevie Hoang,['hmong pop']
22587,Stevie Nicks,"['album rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
22588,Stevie Ray Vaughan,"['album rock', 'blues', 'blues rock', 'classic rock', 'electric blues', 'instrumental rock', 'modern blues', 'rock', 'texas blues']"
22589,Stevie Ray Vaughan And Double Trouble with Jeff Beck,[]
22590,Stevie Stone,"['deep underground hip hop', 'rap rock']"
22591,Stevie Wonder,"['funk', 'motown', 'quiet storm', 'soul']"
22592,Stevie Wright,['australian rock']
22593,Stewart Sullivan,[]
22594,Stick Figure,['reggae fusion']
22595,Sticky Fingaz,"['hardcore hip hop', 'hip hop']"
22596,Sticky Fingers,"['australian reggae fusion', 'reggae fusion']"
22597,Stiff Dylans,['uk pop punk']
22598,Stiff Little Fingers,"['oi', 'pub rock', 'punk', 'ska']"
22599,Stig Anderson,['show tunes']
22600,Still Corners,"['chillwave', 'metropopolis']"
22601,Still Water,['southern rock']
22602,Still Woozy,"['bedroom pop', 'indie pop', 'modern rock', 'oakland indie']"
22603,Sting,"['permanent wave', 'soft rock']"
22604,Stitches,['miami hip hop']
22605,Stockard Channing,['hollywood']
22606,Stockholm Chamber Choir,['chamber choir']
22607,Stockholm Radio Chorus,[]
22608,Stockholm Slim,[]
22609,Stompin' Tom Connors,"['canadian singer-songwriter', 'nl folk']"
22610,Stone Poneys,[]
22611,Stone Sour,"['alternative metal', 'nu metal', 'post-grunge', 'rock']"
22612,Stone Temple Pilots,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']"
22613,StoneBridge,"['disco house', 'vocal house']"
22614,Stonewall Jackson,"['classic country pop', 'honky tonk']"
22615,Stoney LaRue,"['heartland rock', 'oklahoma country', 'outlaw country', 'red dirt', 'texas country']"
22616,Stories,"['lilith', 'pop rock']"
22617,Storm,"['grime', 'uk hip hop']"
22618,Stormwitch,"['metal', 'neo-trad metal', 'nwothm']"
22619,Stormzy,"['grime', 'uk hip hop']"
22620,Story Of The Year,"['alternative metal', 'emo', 'nu metal', 'pop punk', 'post-grunge', 'post-hardcore', 'screamo']"
22621,Strafe,['old school hip hop']
22622,Strangefolk,"['jam band', 'jamgrass']"
22623,Stranger Cole,"['early reggae', 'reggae', 'rock steady', 'ska', 'ska revival']"
22624,Strapping Young Lad,"['alternative metal', 'canadian metal', 'death metal', 'groove metal', 'metal', 'nu metal', 'progressive metal', 'vancouver metal']"
22625,Strata,"['alternative metal', 'nu metal']"
22626,Stratos Dionisiou,"['classic greek pop', 'entehno', 'greek pop', 'laiko']"
22627,Stratos Pagioumtzis,"['entehno', 'laiko', 'rebetiko']"
22628,Strawberry Alarm Clock,"['bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'freakbeat', 'psychedelic rock', 'sunshine pop']"
22629,Strawberry Switchblade,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'scottish new wave']"
22630,Strawbs,"['art rock', 'british folk', 'canterbury scene', 'folk rock', 'progressive rock', 'psychedelic folk', 'symphonic rock']"
22631,Stray Cats,"['instrumental surf', 'rock-and-roll', 'rockabilly']"
22632,Stray Kids,"['k-pop', 'k-pop boy group']"
22633,Straylight Run,"['dreamo', 'emo', 'piano rock', 'pop punk', 'screamo']"
22634,Street,"['boston rock', 'indie folk', 'new americana', 'stomp and holler']"
22635,Street Money Boochie,['atl trap']
22636,Street Scene Enesemble,[]
22637,Street Scene Orchestra,[]
22638,Streetheart,"['album rock', 'classic canadian rock']"
22639,Streetlife,"['bronx hip hop', 'wu fam']"
22640,Streetlight Manifesto,"['modern ska punk', 'punk', 'ska', 'ska punk', 'skate punk']"
22641,Streich,['classical soprano']
22642,Stressmatic of the Federation,[]
22643,Stretch,[]
22644,Strike,"['hopebeat', 'indie poptimism', 'indietronica', 'oi']"
22645,Strike Anywhere,"['emo', 'melodic hardcore', 'orgcore', 'punk', 'skate punk', 'virginia punk']"
22646,String Orchestra,['string orchestra']
22647,Stroke 9,"['pop rock', 'post-grunge']"
22648,Stromae,['belgian pop']
22649,Struggle,['country rap']
22650,Struggle Jennings,['country rap']
22651,Strung Out,"['melodic hardcore', 'punk', 'ska punk', 'skate punk']"
22652,Strunz & Farah,"['flamenco', 'flamenco guitar', 'rumba']"
22653,Stryper,"['christian metal', 'christian power metal', 'christian rock', 'glam metal', 'hard rock']"
22654,Ström,['belgian pop']
22655,Stu Williamson,['jazz trombone']
22656,Stuart Duncan,['progressive bluegrass']
22657,Stuart Hamblen,[]
22658,Stuart Hawkins,[]
22659,Stubby,[]
22660,Stubby Kaye,[]
22661,Stuck in the Sound,['french rock']
22662,Students,['doo-wop']
22663,Studio 7,[]
22664,Studio Chorus - Saludos Amigos,[]
22665,Studio Killers,['indie r&b']
22666,Stuff,[]
22667,Stuff Smith & His Onyx Club Boys,[]
22668,Stunna 4 Vegas,"['southern hip hop', 'trap']"
22669,Sturgill Simpson,"['alternative americana', 'indie folk', 'nashville singer-songwriter', 'new americana', 'outlaw country', 'roots rock']"
22670,Stuttgart Chamber Orchestra,"['chamber orchestra', 'classical performance']"
22671,Stuttgart Piano Trio,['classical piano trio']
22672,Stwo,['trap soul']
22673,Styles,"['pop', 'post-teen pop']"
22674,Styles Of Beyond,"['cali rap', 'rap rock']"
